curador,artista,expo,ano
Miguel González,Danilo Dueñas,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Luis Fernando Roldán,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Jorge Julián Aristizábal,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Miguel Böhmer,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Armando Londoño,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Carlos Gómez,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Carlos Jacanamijoy Tisoy,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Óscar Muñoz,Jorge Acero,Imaginario*1996,1996
Óscar Muñoz,Miguel Böhmer,Imaginario*1996,1996
Óscar Muñoz,Wilson Díaz,Imaginario*1996,1996
Óscar Muñoz,John Edward González,Imaginario*1996,1996
Bélgica Rodríguez,Enrique Grau,Las Mariamulatas y las Galápagos*1996,1996
Miguel González,Marta Minujín,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Fernando Maza,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Geny Dignac,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Yutaka Toyota,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Rubens Gerchman,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Beatriz Daza,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Bernado Salcedo,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Carlos Rojas,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Beatriz González,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Antonio Caro,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Alicia Barney,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Consuelo Gómez,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Pablo Van Wong,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Jorge Acero,Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Alejandro Obregón,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Enrique Grau,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Lucy Tejada,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Ómar Rayo,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Manuel Hernández,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Beatriz González,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Santiago Cárdenas,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,María de la Paz Jaramillo,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Óscar Muñoz,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Jonier Muñoz,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Danilo Dueñas,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Luis Fernando Roldán,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Carlos Salas Silva,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Bibiana Vélez,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Cristina Llano,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Varios,Muestra de fotografia de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Rufino Tamayo,Cuerpo Representado*1996,1996
Miguel González,Antonio Seguí,Cuerpo Representado*1996,1996
Miguel González,Marta Minujín,Cuerpo Representado*1996,1996
Miguel González,Delia Cugat,Cuerpo Representado*1996,1996
Miguel González,Miguel Bresciano,Cuerpo Representado*1996,1996
Miguel González,Eugenio Dittborn,Cuerpo Representado*1996,1996
Miguel González,Roser Bru,Cuerpo Representado*1996,1996
Miguel González,Anselmo Carrera Rojas,Cuerpo Representado*1996,1996
Miguel González,Leonard Baskin,Cuerpo Representado*1996,1996
Miguel González,John Paul Jones,Cuerpo Representado*1996,1996
Miguel González,Peter Milton,Cuerpo Representado*1996,1996
Miguel González,Robert Nelson,Cuerpo Representado*1996,1996
Miguel González,Pedro Alcántara Herrán,Cuerpo Representado*1996,1996
Miguel González,Ever Astudillo,Cuerpo Representado*1996,1996
Miguel González,Feliza Bursztyn,Cuerpo Representado*1996,1996
Miguel González,Luis Caballero,Cuerpo Representado*1996,1996
Miguel González,Santiago Cárdenas,Cuerpo Representado*1996,1996
Miguel González,Beatriz González,Cuerpo Representado*1996,1996
Miguel González,Enrique Grau,Cuerpo Representado*1996,1996
Miguel González,Elías Heim,Cuerpo Representado*1996,1996
Miguel González,Lorenzo Jaramillo,Cuerpo Representado*1996,1996
Miguel González,María de la Paz Jaramillo,Cuerpo Representado*1996,1996
Miguel González,Víctor Laignelet,Cuerpo Representado*1996,1996
Miguel González,David Manzur,Cuerpo Representado*1996,1996
Miguel González,Becky Mayer,Cuerpo Representado*1996,1996
Miguel González,Darío Morales,Cuerpo Representado*1996,1996
Miguel González,María José Morales,Cuerpo Representado*1996,1996
Miguel González,Óscar Muñoz,Cuerpo Representado*1996,1996
Miguel González,María Thereza Negreiros,Cuerpo Representado*1996,1996
Miguel González,Rafael Ortiz,Cuerpo Representado*1996,1996
Miguel González,Bernardo Salcedo,Cuerpo Representado*1996,1996
Miguel González,Lucy Tejada,Cuerpo Representado*1996,1996
Miguel González,Wifredo Lam,Alegoria y Reflexión*1996,1996
Miguel González,René Portocarrero,Alegoria y Reflexión*1996,1996
Miguel González,Rodolfo Abularach,Alegoria y Reflexión*1996,1996
Miguel González,Arcangelo Ianelli,Alegoria y Reflexión*1996,1996
Miguel González,Fernando de Szyszlo,Alegoria y Reflexión*1996,1996
Miguel González,Ary Brizzi,Alegoria y Reflexión*1996,1996
Miguel González,Liliana Porter,Alegoria y Reflexión*1996,1996
Miguel González,Eduardo Mac Entyre,Alegoria y Reflexión*1996,1996
Miguel González,Luis Camnitzer,Alegoria y Reflexión*1996,1996
Miguel González,Carlos Cruz-Diez,Alegoria y Reflexión*1996,1996
Miguel González,Jesús Rafael Soto,Alegoria y Reflexión*1996,1996
Miguel González,Louise Nevelson,Alegoria y Reflexión*1996,1996
Miguel González,Edward Ruscha,Alegoria y Reflexión*1996,1996
Miguel González,Jorge Julián Aristizábal,Alegoria y Reflexión*1996,1996
Miguel González,Álvaro Barrios,Alegoria y Reflexión*1996,1996
Miguel González,Antonio Caro,Alegoria y Reflexión*1996,1996
Miguel González,Danilo Dueñas,Alegoria y Reflexión*1996,1996
Miguel González,Carlos Gómez,Alegoria y Reflexión*1996,1996
Miguel González,Ronier Marín,Alegoria y Reflexión*1996,1996
Miguel González,Catalina Mejía,Alegoria y Reflexión*1996,1996
Miguel González,José Horacio Martínez,Alegoria y Reflexión*1996,1996
Miguel González,Santiago Martínez Delgado,Alegoria y Reflexión*1996,1996
Miguel González,Édgar Negret,Alegoria y Reflexión*1996,1996
Miguel González,Alejandro Obregón,Alegoria y Reflexión*1996,1996
Miguel González,Nadín Ospina,Alegoria y Reflexión*1996,1996
Miguel González,Eduardo Ramírez Villamizar,Alegoria y Reflexión*1996,1996
Miguel González,Juan Antonio Roda,Alegoria y Reflexión*1996,1996
Miguel González,Miguel Ángel Rojas,Alegoria y Reflexión*1996,1996
Miguel González,Luis Fernando Roldán,Alegoria y Reflexión*1996,1996
Miguel González,Hernando Tejada,Alegoria y Reflexión*1996,1996
Miguel González,Hugo Zapata,Alegoria y Reflexión*1996,1996
Miguel González,Luis Fernando Zapata,Alegoria y Reflexión*1996,1996
Miguel González,Varios,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Liliana Porter,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Rogelio Polesello,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Noé Nojechowicz,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Antonio Seguí,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Sammy Benmayor,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Boro,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Rubens Gerchman,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Daniel Senise,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Óscar Pantoja,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Hugo Cifuentes,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Carlos Collazo,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Francisco Rodón,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Agustín Fernández,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Mariano Rodríguez,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Emilio Sánchez,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Rolando Peña,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Carlos Zerpa,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Augusto Rivera,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Luciano Jaramillo,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,David Manzur,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Rafael Ortiz,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Diego Mazuera,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Rafael Echeverri,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Miguel González,Mario Zabaleta,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996*1996,1996
Eduardo Serrano,Álvaro Barrios,Los Cincuenta Caminos de la Vida*1997,1997
Miguel González,Varios,Muestra de arte gráfico norte-americano de la Colección del Museo de Arte Moderno La Tertulia 1997*1997,1997
Miguel González,Alicia Barney,Imaginación y Fantasía*1997,1997
Miguel González,Juan Mejía,Imaginación y Fantasía*1997,1997
Miguel González,Wilson Díaz,Imaginación y Fantasía*1997,1997
Miguel González,Leonel Galeano,Imaginación y Fantasía*1997,1997
Miguel González,Elías Heim,Imaginación y Fantasía*1997,1997
Miguel González,Óscar Muñoz,Imaginación y Fantasía*1997,1997
Miguel González,Mario Opazo,Imaginación y Fantasía*1997,1997
Miguel González,Lucas Ospina,Imaginación y Fantasía*1997,1997
Miguel González,Nadín Ospina,Imaginación y Fantasía*1997,1997
Miguel González,Luis Fernando Roldán,Imaginación y Fantasía*1997,1997
Museo Nacional de Colombia,Gaspard-Félix Tournachon,Quédese Quieto*1997,1997
Miguel González,Ricardo Borrero,Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia*1997,1997
Miguel González,Jesús María Zamora,Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia*1997,1997
Miguel González,Rómulo Rozo,Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia*1997,1997
Miguel González,Ignacio Gómez Jaramillo,Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia*1997,1997
Miguel González,Carlos Correa,Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia*1997,1997
Miguel González,Guillermo Wiedemann,Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia*1997,1997
Miguel González,Alejandro Obregón,Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia*1997,1997
Miguel González,Édgar Negret,Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia*1997,1997
Miguel González,Enrique Grau,Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia*1997,1997
