curador,artista,expo,ano
Miguel González,Gerardo Chávez,"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia *1998",1998
Miguel González,Fernando de Szyszlo,"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia *1998",1998
Miguel González,Arturo Kubotta,"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia *1998",1998
Miguel González,Julio Camino,"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia *1998",1998
Miguel González,Anselmo Carrera Rojas,"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia *1998",1998
Miguel González,Tadeo Castro,"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia *1998",1998
Miguel González,Eduardo Cervantes,"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia *1998",1998
Ana María Lozano,Alberto Baraya,"Cuatro Objetivos, Cuatro Miradas*1998",1998
Ana María Lozano,Juan Pablo Fajardo,"Cuatro Objetivos, Cuatro Miradas*1998",1998
Ana María Lozano,Andrés Fresneda,"Cuatro Objetivos, Cuatro Miradas*1998",1998
Ana María Lozano,Gina Lopez,"Cuatro Objetivos, Cuatro Miradas*1998",1998
Museo Nacional de Colombia,Luis Caballero,Luis Caballero*1998,1998
Miguel González,Rodrigo Facundo,En la Punta de la Lengua*1998,1998
Miguel González,Ana Claudia Múnera,Ana Claudia Múnera*1998,1998
Miguel González,Liliana Porter,Exposición de pintura en gran formato*1998,1998
Miguel González,Arcangelo Ianelli,Exposición de pintura en gran formato*1998,1998
Miguel González,Sammy Benmayor,Exposición de pintura en gran formato*1998,1998
Miguel González,Francisco Rodón,Exposición de pintura en gran formato*1998,1998
Miguel González,Carlos Zerpa,Exposición de pintura en gran formato*1998,1998
Miguel González,Manuel Hernández,Exposición de pintura en gran formato*1998,1998
Miguel González,María Thereza Negreiros,Exposición de pintura en gran formato*1998,1998
Miguel González,Jonier Marín,Exposición de pintura en gran formato*1998,1998
Miguel González,Luis Fernando Roldán,Exposición de pintura en gran formato*1998,1998
Miguel González,Danilo Dueñas,Exposición de pintura en gran formato*1998,1998
Miguel González,Ángel Reyes,Exposición de pintura en gran formato*1998,1998
Miguel González,Miguel Bohmer,Exposición de pintura en gran formato*1998,1998
Miguel González,Luz Ángela Lizarazo,Exposición de pintura en gran formato*1998,1998
Miguel González,Luis Fernando Escobar,Exposición de pintura en gran formato*1998,1998
Miguel González,Diego Mazuera,Exposición de pintura en gran formato*1998,1998
Miguel González,Rafael Echeverri,Exposición de pintura en gran formato*1998,1998
Miguel González,Liliana Porter,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Sergio Camporeale,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Antonio Seguí,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Daniel Senise,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,José Balmes,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Gracia Barrios,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Roser Bru,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Eugenio Dittborn,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Tonel,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Guillermo Trujillo,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Tabo Toral,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Fernando de Szyszlo,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Anselmo Carrera Rojas,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Óscar Pantoja,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,José Gamarra,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Luis Alberto Solari,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Rodolfo Abularach,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Pedro Alcántara Herrán,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Ever Astudillo,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Luis Caballero,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Santiago Cárdenas,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Antonio Caro,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Leonel Góngora,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Enrique Grau,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Manuel Hernández,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Lorenzo Jaramillo,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Darío Morales,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Óscar Muñoz,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Beatriz González,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Ómar Rayo,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Rosemberg Sandoval,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Lucy Tejada,Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia*1998,1998
Miguel González,Edith Behring,Brasil*1999,1999
Miguel González,María Luisa Beer,Brasil*1999,1999
Miguel González,Ruth Bessoudo Courvoisier,Brasil*1999,1999
Miguel González,Luis Gregorio Correia,Brasil*1999,1999
Miguel González,Tancredo De Araújo,Brasil*1999,1999
Miguel González,Roberto De Lamonica,Brasil*1999,1999
Miguel González,León Ferrari,Brasil*1999,1999
Miguel González,Anna Nella Greiger,Brasil*1999,1999
Miguel González,Rubens Gerchman,Brasil*1999,1999
Miguel González,Clarisse Gueller,Brasil*1999,1999
Miguel González,Arcangelo Ianelli,Brasil*1999,1999
Miguel González,Ana Letycia Quadros,Brasil*1999,1999
Miguel González,María Thereza Negreiros,Brasil*1999,1999
Miguel González,Arthur Luiz Piza,Brasil*1999,1999
Miguel González,Daniel Senise,Brasil*1999,1999
Miguel González,Yutaka Toyota,Brasil*1999,1999
Piedad Casas de Ballesteros,Lydia Azout,Guardianes de la Tierra*1999,1999
Miguel González,Pedro Alcántara Herrán,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Jim Amaral,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Lydia Azout,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Alicia Barney,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Álvaro Barrios,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Feliza Bursztyn,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Antonio Caro,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Beatriz Daza,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Consuelo Gómez,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Beatriz González,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Enrique Grau,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Édgar Negret,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Nadín Ospina,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Eduardo Ramírez Villamizar,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Ómar Rayo,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Carlos Rojas,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Bernardo Salcedo,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Hernando Tejada,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Pablo Van Wong,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Hugo Zapata,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,1999
Miguel González,Hernando Tejada,Manglares*1999,1999
Juan Mejía,Luis Eduardo Mondragón,III Festival de Performance*1999,1999
Juan Mejía,Leonardo Herrera,III Festival de Performance*1999,1999
Juan Mejía,Mónica de Llano,III Festival de Performance*1999,1999
Juan Mejía,Francisco Camacho,III Festival de Performance*1999,1999
Juan Mejía,Giovanni Vargas,III Festival de Performance*1999,1999
Juan Mejía,Carolina Caicedo,III Festival de Performance*1999,1999
Juan Mejía,Marcela Gómez,III Festival de Performance*1999,1999
Juan Mejía,Grupo Nómada,III Festival de Performance*1999,1999
Juan Mejía,Alejandra Gutiérrez,III Festival de Performance*1999,1999
Juan Mejía,Juliana Guevara,III Festival de Performance*1999,1999
Juan Mejía,Diana Lasso,III Festival de Performance*1999,1999
Juan Mejía,Juan Melo,III Festival de Performance*1999,1999
Juan Mejía,Manuel Romero,III Festival de Performance*1999,1999
Juan Mejía,Fernando Pertuz,III Festival de Performance*1999,1999
Juan Mejía,Yury Hernando Forero,III Festival de Performance*1999,1999
Juan Mejía,Juan Fernando Toro,III Festival de Performance*1999,1999
Juan Mejía,Rosemberg Sandoval,III Festival de Performance*1999,1999
Juan Mejía,Juan David Medina,III Festival de Performance*1999,1999
Juan Mejía,Fabio Melecio Palacios,III Festival de Performance*1999,1999
Juan Mejía,Nini Bautista,III Festival de Performance*1999,1999
Juan Mejía,Alfonso Castillo,III Festival de Performance*1999,1999
Juan Mejía,Angela Baena,III Festival de Performance*1999,1999
Juan Mejía,Mauricio Corradini,III Festival de Performance*1999,1999
Juan Mejía,Javier Morales,III Festival de Performance*1999,1999
Juan Mejía,Fernando Olivella,III Festival de Performance*1999,1999
Juan Mejía,Carlos Ortega,III Festival de Performance*1999,1999
Juan Mejía,Paul Arias Silvia,III Festival de Performance*1999,1999
Juan Mejía,Aceneiba Sanches,III Festival de Performance*1999,1999
Wilson Díaz,Luis Eduardo Mondragón,III Festival de Performance*1999,1999
Wilson Díaz,Leonardo Herrera,III Festival de Performance*1999,1999
Wilson Díaz,Mónica de Llano,III Festival de Performance*1999,1999
Wilson Díaz,Francisco Camacho,III Festival de Performance*1999,1999
Wilson Díaz,Giovanni Vargas,III Festival de Performance*1999,1999
Wilson Díaz,Carolina Caicedo,III Festival de Performance*1999,1999
Wilson Díaz,Marcela Gómez,III Festival de Performance*1999,1999
Wilson Díaz,Grupo Nómada,III Festival de Performance*1999,1999
Wilson Díaz,Alejandra Gutiérrez,III Festival de Performance*1999,1999
Wilson Díaz,Juliana Guevara,III Festival de Performance*1999,1999
Wilson Díaz,Diana Lasso,III Festival de Performance*1999,1999
Wilson Díaz,Juan Melo,III Festival de Performance*1999,1999
Wilson Díaz,Manuel Romero,III Festival de Performance*1999,1999
Wilson Díaz,Fernando Pertuz,III Festival de Performance*1999,1999
Wilson Díaz,Yury Hernando Forero,III Festival de Performance*1999,1999
Wilson Díaz,Juan Fernando Toro,III Festival de Performance*1999,1999
Wilson Díaz,Rosemberg Sandoval,III Festival de Performance*1999,1999
Wilson Díaz,Juan David Medina,III Festival de Performance*1999,1999
Wilson Díaz,Fabio Melecio Palacios,III Festival de Performance*1999,1999
Wilson Díaz,Nini Bautista,III Festival de Performance*1999,1999
Wilson Díaz,Alfonso Castillo,III Festival de Performance*1999,1999
Wilson Díaz,Angela Baena,III Festival de Performance*1999,1999
Wilson Díaz,Mauricio Corradini,III Festival de Performance*1999,1999
Wilson Díaz,Javier Morales,III Festival de Performance*1999,1999
Wilson Díaz,Fernando Olivella,III Festival de Performance*1999,1999
Wilson Díaz,Carlos Ortega,III Festival de Performance*1999,1999
Wilson Díaz,Paul Arias Silvia,III Festival de Performance*1999,1999
Wilson Díaz,Aceneiba Sanches,III Festival de Performance*1999,1999
Miguel González,Juan Mejía,Cadenas Alimenticias*1999,1999
Miguel González,Miguel Böhmer,"La Gloria, la Corte y el Mundo*2000",2000
María Inés Rodríguez,Paul-Armand Gette,"De Ninfas Tropicales, Variaciones*2000",2000
Miguel González,José Guadalupe Posada,Sobre la Muerte*2000,2000
Miguel González,José Clemente Orozco,Sobre la Muerte*2000,2000
Miguel González,Grupo Semefo,Sobre la Muerte*2000,2000
Miguel González,Hernán Braum-Vega,Sobre la Muerte*2000,2000
Miguel González,Antonio Frasconi,Sobre la Muerte*2000,2000
Miguel González,Luis Camnitzer,Sobre la Muerte*2000,2000
Miguel González,Roser Bru,Sobre la Muerte*2000,2000
Miguel González,Roberto Sebastián Matta,Sobre la Muerte*2000,2000
Miguel González,Eugenio Dittborn,Sobre la Muerte*2000,2000
Miguel González,Gracia Barrios,Sobre la Muerte*2000,2000
Miguel González,Oswaldo Guayasamín,Sobre la Muerte*2000,2000
Miguel González,Rolando Peña,Sobre la Muerte*2000,2000
Miguel González,María Thereza Negreiros,Sobre la Muerte*2000,2000
Miguel González,Roy Lichtenstein,Sobre la Muerte*2000,2000
Miguel González,Robert Rauschenberg,Sobre la Muerte*2000,2000
Miguel González,Linda Troeller,Sobre la Muerte*2000,2000
Miguel González,Pedro Alcántara Herrán,Sobre la Muerte*2000,2000
Miguel González,Beatriz González,Sobre la Muerte*2000,2000
Miguel González,Rodrigo Facundo,Sobre la Muerte*2000,2000
Miguel González,Leonardo Herrera,Sobre la Muerte*2000,2000
Miguel González,Elías Heim,Sobre la Muerte*2000,2000
Miguel González,Jaime González,Sobre la Muerte*2000,2000
Miguel González,Óscar Muñoz,Sobre la Muerte*2000,2000
Miguel González,Alonso Quijano,Sobre la Muerte*2000,2000
Miguel González,Alicia Barney,Sobre la Muerte*2000,2000
Miguel González,Enrique Grau,Sobre la Muerte*2000,2000
Miguel González,Víctor Laignelet,Sobre la Muerte*2000,2000
Miguel González,Juan Antonio Roda,Sobre la Muerte*2000,2000
Miguel González,Mercedes Sebastián,Sobre la Muerte*2000,2000
Miguel González,Rosemberg Sandoval,Sobre la Muerte*2000,2000
Miguel González,Alicia Viteri,Sobre la Muerte*2000,2000
Miguel González,Gustavo Zalamea,Sobre la Muerte*2000,2000
Miguel González,Luis Caballero,Sobre la Muerte*2000,2000
Miguel González,Luis Fernando Escobar,Sobre la Muerte*2000,2000
Miguel González,Leonel Góngora,Sobre la Muerte*2000,2000
Miguel González,José Horacio Martínez,Sobre la Muerte*2000,2000
Miguel González,Becky Mayer,Sobre la Muerte*2000,2000
Miguel González,María José Morales,Sobre la Muerte*2000,2000
Miguel González,Augusto Rendón,Sobre la Muerte*2000,2000
Miguel González,Johnny Rasmussen,Sobre la Muerte*2000,2000
Miguel González,Fernando Arias,Sobre la Muerte*2000,2000
Miguel González,Leonel Góngora,Exposición-homenaje a Leonel Góngora*2000,2000
Departamento de Artes Visuales del Ministerio de Cultura,Varios,Exposición de los Premios de los Salones Nacionales (1940-1998)*2000,2000
Miguel González,Beatriz González,Beatriz González *2000,2000
Óscar Muñoz,Leonardo Herrera,De-lineamientos*2000,2000
Óscar Muñoz,Diana Lasso,De-lineamientos*2000,2000
Óscar Muñoz,Ana María Millán,De-lineamientos*2000,2000
Óscar Muñoz,Claudia Patricia Sarria,De-lineamientos*2000,2000
Óscar Muñoz,Giovanni Vargas,De-lineamientos*2000,2000
Miguel González,Fernando de Szyszlo,20 Pintores Latino-americanos*2000,2000
Miguel González,Arcangelo Ianelli,20 Pintores Latino-americanos*2000,2000
Miguel González,Rodolfo Abularach,20 Pintores Latino-americanos*2000,2000
Miguel González,Mariano Rodríguez,20 Pintores Latino-americanos*2000,2000
Miguel González,Agustín Fernández,20 Pintores Latino-americanos*2000,2000
Miguel González,Manuel Hernández,20 Pintores Latino-americanos*2000,2000
Miguel González,Diego Mazuera,20 Pintores Latino-americanos*2000,2000
Miguel González,Jorge Julián Aristizábal,20 Pintores Latino-americanos*2000,2000
Miguel González,Vicky Neumann,20 Pintores Latino-americanos*2000,2000
Miguel González,Óscar Pantoja,20 Pintores Latino-americanos*2000,2000
Miguel González,Noé Nojechowicz,20 Pintores Latino-americanos*2000,2000
Miguel González,Ary Brizzi,20 Pintores Latino-americanos*2000,2000
Miguel González,Fernando Maza,20 Pintores Latino-americanos*2000,2000
Miguel González,Delia Cugat,20 Pintores Latino-americanos*2000,2000
Miguel González,Hugo Cifuentes,20 Pintores Latino-americanos*2000,2000
Miguel González,Sammy Benmayor,20 Pintores Latino-americanos*2000,2000
Miguel González,Carlos Maturana,20 Pintores Latino-americanos*2000,2000
Miguel González,Tabo Toral,20 Pintores Latino-americanos*2000,2000
Miguel González,Carlos Zerpa,20 Pintores Latino-americanos*2000,2000
María Claudia Parias,Varios,Espacios Entretejidos: Arte-moda y Vestido*2000,2000
Javier Gil,Varios,Espacios Entretejidos: Arte-moda y Vestido*2000,2000
Miguel González,Antonio Berni,Bestiario*2000,2000
Miguel González,Ruth Bessoudo,Bestiario*2000,2000
Miguel González,Miguel Bresciano,Bestiario*2000,2000
Miguel González,Enrique Grau,Bestiario*2000,2000
Miguel González,Wifredo Lam,Bestiario*2000,2000
Miguel González,Roberto Sebastián Matta,Bestiario*2000,2000
Miguel González,Peter Milton,Bestiario*2000,2000
Miguel González,Luis Solari,Bestiario*2000,2000
Miguel González,Saul Steinberg,Bestiario*2000,2000
Miguel González,Lucy Tejada,Bestiario*2000,2000
Miguel González,Sammy Benmayor,Bestiario*2000,2000
Miguel González,Eleonora Carrington,Bestiario*2000,2000
Miguel González,José Franco,Bestiario*2000,2000
Miguel González,Carlos Maturana,Bestiario*2000,2000
Miguel González,Alejandro Obregón,Bestiario*2000,2000
Miguel González,Édgar Negret,Bestiario*2000,2000
Miguel González,Diego Rivera,Bestiario*2000,2000
Miguel González,Antonio Seguí,Bestiario*2000,2000
Miguel González,Francisco Toledo,Bestiario*2000,2000
Miguel González,Carlos Zerpa,Bestiario*2000,2000
Miguel González,Eduardo Audivert,Bestiario*2000,2000
Miguel González,Lorenzo Homar,Bestiario*2000,2000
Miguel González,David Manzur,Bestiario*2000,2000
Miguel González,Robert Nelson,Bestiario*2000,2000
Miguel González,Juan Antonio Roda,Bestiario*2000,2000
Miguel González,Nadín Ospina,Bestiario*2000,2000
Miguel González,Hernando Tejada,Bestiario*2000,2000
Miguel González,Jorge Reyes,Bestiario*2000,2000
Miguel González,Juan Mejía,Bestiario*2000,2000
Miguel González,María Fernanda Cardoso,Bestiario*2000,2000
Miguel González,Mariano Rodríguez,Bestiario*2000,2000
Miguel González,Giovanni Vargas,Bestiario*2000,2000
Miguel González,Ana Velasco,Ana Velasco Ficciones Retinianas*2000,2000
Miguel González,Antonio Seguí,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Rogelio Polesello,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Ary Brizzi,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Eduardo Mac Entyre,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Fernando Maza,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Arcangelo Ianelli,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Fernando de Szyszlo,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Hugo Cifuentes,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Jesús Rafael Soto,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Carlos Cruz-Diez,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Rodolfo Abularach,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Mariano Rodríguez,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Alejandro Obregón,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Manuel Hernández,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Beatriz González,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Rafael Echeverri,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Carlos Jacanamijoy Tisoy,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Luis Fernando Roldán,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Miguel González,Jorge Julián Aristizábal,Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001*2001,2001
Asociación Francesa de Acción Artística,Christian de Portzamparc,Secuencias de Estudio*2001,2001
Escuela Especial de Arquitectura/ESAP,Christian de Portzamparc,Secuencias de Estudio*2001,2001
Gerhnard Schack,Horst Janssen,Exposición de Horst Janssen*2001,2001
José Alejandro Restrepo,Carlos Arturo Zuñiga,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Juan Mejía,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Nini Bautista,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Angela Baena,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Liliana Cabrera,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Fernando Olivella,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Alejandra Gutiérrez,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Silvie Boutiq,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Boris Pérez,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Boris Marlon Galvis,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Marcela Gómez,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Humberto Polar,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Fernando Pertuz,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Los Lichis,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Gina Arizpe,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Marcela Quiroga,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Luis Eduardo Mondragón,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Las Malas Amistades,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Yuri Forero,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Rosemberg Sandoval,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Jairo Pinilla,IV Festival de Performance*2001,2001
José Alejandro Restrepo,Fernando Uhía,IV Festival de Performance*2001,2001
Wilson Díaz,Carlos Arturo Zuñiga,IV Festival de Performance*2001,2001
Wilson Díaz,Juan Mejía,IV Festival de Performance*2001,2001
Wilson Díaz,Nini Bautista,IV Festival de Performance*2001,2001
Wilson Díaz,Angela Baena,IV Festival de Performance*2001,2001
Wilson Díaz,Liliana Cabrera,IV Festival de Performance*2001,2001
Wilson Díaz,Fernando Olivella,IV Festival de Performance*2001,2001
Wilson Díaz,Alejandra Gutiérrez,IV Festival de Performance*2001,2001
Wilson Díaz,Silvie Boutiq,IV Festival de Performance*2001,2001
Wilson Díaz,Boris Pérez,IV Festival de Performance*2001,2001
Wilson Díaz,Boris Marlon Galvis,IV Festival de Performance*2001,2001
Wilson Díaz,Marcela Gómez,IV Festival de Performance*2001,2001
Wilson Díaz,Humberto Polar,IV Festival de Performance*2001,2001
Wilson Díaz,Fernando Pertuz,IV Festival de Performance*2001,2001
Wilson Díaz,Los Lichis,IV Festival de Performance*2001,2001
Wilson Díaz,Gina Arizpe,IV Festival de Performance*2001,2001
Wilson Díaz,Marcela Quiroga,IV Festival de Performance*2001,2001
Wilson Díaz,Luis Eduardo Mondragón,IV Festival de Performance*2001,2001
Wilson Díaz,Las Malas Amistades,IV Festival de Performance*2001,2001
Wilson Díaz,Yuri Forero,IV Festival de Performance*2001,2001
Wilson Díaz,Rosemberg Sandoval,IV Festival de Performance*2001,2001
Wilson Díaz,Jairo Pinilla,IV Festival de Performance*2001,2001
Wilson Díaz,Fernando Uhía,IV Festival de Performance*2001,2001
María Margarita Jiménez,Carlos Arturo Zuñiga,IV Festival de Performance*2001,2001
María Margarita Jiménez,Juan Mejía,IV Festival de Performance*2001,2001
María Margarita Jiménez,Nini Bautista,IV Festival de Performance*2001,2001
María Margarita Jiménez,Angela Baena,IV Festival de Performance*2001,2001
María Margarita Jiménez,Liliana Cabrera,IV Festival de Performance*2001,2001
María Margarita Jiménez,Fernando Olivella,IV Festival de Performance*2001,2001
María Margarita Jiménez,Alejandra Gutiérrez,IV Festival de Performance*2001,2001
María Margarita Jiménez,Silvie Boutiq,IV Festival de Performance*2001,2001
María Margarita Jiménez,Boris Pérez,IV Festival de Performance*2001,2001
María Margarita Jiménez,Boris Marlon Galvis,IV Festival de Performance*2001,2001
María Margarita Jiménez,Marcela Gómez,IV Festival de Performance*2001,2001
María Margarita Jiménez,Humberto Polar,IV Festival de Performance*2001,2001
María Margarita Jiménez,Fernando Pertuz,IV Festival de Performance*2001,2001
María Margarita Jiménez,Los Lichis,IV Festival de Performance*2001,2001
María Margarita Jiménez,Gina Arizpe,IV Festival de Performance*2001,2001
María Margarita Jiménez,Marcela Quiroga,IV Festival de Performance*2001,2001
María Margarita Jiménez,Luis Eduardo Mondragón,IV Festival de Performance*2001,2001
María Margarita Jiménez,Las Malas Amistades,IV Festival de Performance*2001,2001
María Margarita Jiménez,Yuri Forero,IV Festival de Performance*2001,2001
