id_expo,id_agente,nombre_expo,snombre_agente,ano
ex.11,a.2453,Acuarelas de Hernando Tejada y María Teresa de Patiño*1956,María Teresa de Patiño,1956
ex.12,a.2344,Jorge Elías Triana*1956,Jorge Elías Triana,1956
ex.13,a.621,Carlos Correa*1957,Carlos Correa,1957
ex.14,a.2366,Pintura al Óleo del artista español José María Vidal*1957,José María Vidal,1957
ex.15,a.1089,Exposición de vitrales de Mona Mondineu*1957,Mona Mondineu,1957
ex.16,a.17,Jornadas de Mayo*1957,Lucy Tejada,1957
ex.16,a.1094,Jornadas de Mayo*1957,Mireya Zawadzki,1957
ex.16,a.1533,Jornadas de Mayo*1957,Hernán Muñoz,1957
ex.16,a.2157,Jornadas de Mayo*1957,Alfonso Vinasco,1957
ex.16,a.1179,Jornadas de Mayo*1957,Mario Roldán,1957
ex.16,a.23,Jornadas de Mayo*1957,Hernando Tejada,1957
ex.16,a.1997,Jornadas de Mayo*1957,Carlos Ruiz,1957
ex.16,a.1334,Jornadas de Mayo*1957,Julio Abril,1957
ex.16,a.1529,Jornadas de Mayo*1957,Hernando Salazar,1957
ex.17,a.1094,Exposición de Mireya Zawadzky*1957,Mireya Zawadzki,1957
ex.18,a.40,Pintura abstracta de Carlos Rojas*1957,Carlos Rojas,1957
ex.19,a.4,Pinturas de Ómar Rayo*1957,Ómar Rayo,1957
ex.20,a.590,Acuarelas de Dicken Castro y cerámica Lucy Tejada*1957,Dicken Castro,1957
ex.20,a.17,Acuarelas de Dicken Castro y cerámica Lucy Tejada*1957,Lucy Tejada,1957
ex.21,a.2356,José de Rokha*1958,José de Rokha,1958
ex.22,a.3114,Exposición de fotografía vallecaucana*1958,Varios,1958
ex.23,a.997,"Exposición de pinturas de Pedro Gross (el mago ""gross"")*1958",Pedro Gross,1958
ex.24,a.2360,José Luis de Figueroa*1958,José Luis de Figueroa,1958
ex.25,a.666,Aníbal Gil*1958,Aníbal Gil,1958
ex.26,a.3114,Exposición de prensa estudiantil*1958,Varios,1958
ex.27,a.3114,Exposición de acuarela chilena*1958,Varios,1958
ex.28,a.1997,Carlos Ruiz *1958,Carlos Ruiz,1958
ex.29,a.3114,Exposición de dibujo infantil*1958,Varios,1958
ex.30,a.3114,Exposición de carteles comerciales*1958,Varios,1958
ex.31,a.17,Lucy Tejada y María Thereza Negreiros*1958,Lucy Tejada,1958
ex.31,a.44,Lucy Tejada y María Thereza Negreiros*1958,María Thereza Negreiros,1958
ex.32,a.23,Apuntes de Viaje*1959,Hernando Tejada,1959
ex.33,a.2324,Jaime López Correa*1959,Jaime López Correa,1959
ex.34,a.3114,Exposición de libros y caricaturas españolas*1959,Varios,1959
ex.35,a.1300,Leandro Velasco*1959,Leandro Velasco,1959
ex.36,a.685,Arboleda*1959,Alberto Arboleda,1959
ex.37,a.3114,Exposición de carteles cinematográficos*1959,Varios,1959
ex.38,a.687,Alberto Gutiérrez*1960,Alberto Gutiérrez,1960
ex.39,a.1026,Exposición de Acuarelas*1960,Pablo Rocha,1960
ex.40,a.20,16 pinturas de Juan Antonio Roda*1960,Juan Antonio Roda,1960
ex.41,a.24,David Manzur*1960,David Manzur,1960
ex.42,a.218,A. Rivera G.*1960,Augusto Rivera,1960
ex.43,a.1184,Oleos recientes de Marielle Muheim*1960,Marielle Muheim,1960
ex.44,a.23,Hernando Tejada*1960,Hernando Tejada,1960
ex.45,a.1456,Jan Palmer y S. Crawford*1960,Jan Palmer,1960
ex.45,a.858,Jan Palmer y S. Crawford*1960,S. Crawford,1960
ex.46,a.1998,Sessano*1960,Carlos Sessano,1960
ex.47,a.272,Samuel Montealegre dibujos*1960,Samuel Montealegre,1960
ex.48,a.1300,Leandro Velasco*1960,Leandro Velasco,1960
ex.49,a.1794,Elio Berhanyer*1960,Elio Berhanyer,1960
ex.50,a.17,Exposición Colectiva de Pintura*1960,Lucy Tejada,1960
ex.50,a.2705,Exposición Colectiva de Pintura*1960,Emilia Uribe de Mejía,1960
ex.50,a.2945,Exposición Colectiva de Pintura*1960,María Thereza de patiño,1960
ex.50,a.24,Exposición Colectiva de Pintura*1960,David Manzur,1960
ex.50,a.23,Exposición Colectiva de Pintura*1960,Hernando Tejada,1960
ex.50,a.1300,Exposición Colectiva de Pintura*1960,Leandro Velasco,1960
ex.50,a.2563,Exposición Colectiva de Pintura*1960,Adriano Moreno,1960
ex.50,a.2360,Exposición Colectiva de Pintura*1960,José Luis de Figueroa,1960
ex.50,a.2747,Exposición Colectiva de Pintura*1960,Fritz Seifert,1960
ex.51,a.848,Óleos*1961,Saúl Balagura,1961
ex.52,a.3114,Exposición infantil intercolegial*1961,Varios,1961
ex.53,a.2474,Pinturas y anti-pinturas*1961,Miguel Ángel Cardenas,1961
ex.54,a.1533,Exposición de Grabados*1961,Hernán Muñoz,1961
ex.55,a.1731,Pinturas de Fanny Buitrago *1961,Fanny Buitrago,1961
ex.56,a.1,Mi viaje a Israel*1961,Emma Reyes,1961
ex.57,a.41,Alejandro Obregón y Julio Abril*1961,Alejandro Obregón,1961
ex.57,a.1334,Alejandro Obregón y Julio Abril*1961,Julio Abril,1961
ex.58,a.1,Emma Reyes*1961,Emma Reyes,1961
ex.59,a.674,Herrán - Pinturas*1961,Álvaro Herrán,1961
ex.60,a.3114,Exposición de dibujo de los alienados de San Isidro*1961,Varios,1961
ex.61,a.108,Pinturas 1961*1961,Luciano Jaramillo,1961
ex.62,a.1300,Leandro Velasco*1961,Leandro Velasco,1961
ex.63,a.126,"Arboleda, Martínez, Eggen*1961",Carlos Martínez,1961
ex.63,a.685,"Arboleda, Martínez, Eggen*1961",Alberto Arboleda,1961
ex.63,a.985,"Arboleda, Martínez, Eggen*1961",Peter Eggen,1961
ex.64,a.932,Exposición de Renée Alis*1962,René Alis,1962
ex.65,a.1642,Exposición de pinturas de Gerardo Negret*1962,Gerardo Negret,1962
ex.66,a.2080,Pinturas de Armando Villegas y Cerámicas de Alicia Tafur*1962,Armando Villegas,1962
ex.66,a.2140,Pinturas de Armando Villegas y Cerámicas de Alicia Tafur*1962,Alicia Tafur,1962
ex.67,a.154,Óscar Pantoja*1962,Óscar Pantoja,1962
ex.68,a.3114,Exposición de pintura Iiformalista española*1962,Varios,1962
ex.69,a.3114,Exposición de pintura colombiana*1962,Varios,1962
ex.70,a.687,Alberto Gutiérrez*1962,Alberto Gutiérrez,1962
ex.71,a.1642,Gerardo Negret*1962,Gerardo Negret,1962
ex.72,a.17,Lucy Tejada y Jan Bartelsman*1962,Lucy Tejada,1962
ex.72,a.68,Lucy Tejada y Jan Bartelsman*1962,Jan Bartelsman,1962
ex.73,a.3114,Exposición de carteles*1963,Varios,1963
ex.74,a.68,Jan Bartelsman*1963,Jan Bartelsman,1963
ex.75,a.674,Herrán - Pinturas*1963,Álvaro Herrán,1963
ex.76,a.1642,Exposición-homenaje de Gerardo Negret 1963*1963,Gerardo Negret,1963
ex.77,a.2449,XV Salón de Artistas Colombianos*1963,María Luisa Andino,1963
ex.77,a.685,XV Salón de Artistas Colombianos*1963,Alberto Arboleda,1963
ex.77,a.68,XV Salón de Artistas Colombianos*1963,Jan Bartelsman,1963
ex.77,a.621,XV Salón de Artistas Colombianos*1963,Carlos Correa,1963
ex.77,a.21,XV Salón de Artistas Colombianos*1963,Teresa Cuéllar,1963
ex.77,a.116,XV Salón de Artistas Colombianos*1963,Ignacio Gómez Jaramillo,1963
ex.77,a.626,XV Salón de Artistas Colombianos*1963,Carlos Granada,1963
ex.77,a.12,XV Salón de Artistas Colombianos*1963,Enrique Grau,1963
ex.77,a.687,XV Salón de Artistas Colombianos*1963,Alberto Gutiérrez,1963
ex.77,a.35,XV Salón de Artistas Colombianos*1963,Manuel Hernández,1963
ex.77,a.7,XV Salón de Artistas Colombianos*1963,Pedro Alcántara Herrán,1963
ex.77,a.44,XV Salón de Artistas Colombianos*1963,María Thereza Negreiros,1963
ex.77,a.41,XV Salón de Artistas Colombianos*1963,Alejandro Obregón,1963
ex.77,a.128,XV Salón de Artistas Colombianos*1963,Augusto Rendón,1963
ex.77,a.2916,XV Salón de Artistas Colombianos*1963,Luis Angel Rengifo,1963
ex.77,a.218,XV Salón de Artistas Colombianos*1963,Augusto Rivera,1963
ex.77,a.20,XV Salón de Artistas Colombianos*1963,Juan Antonio Roda,1963
ex.77,a.1179,XV Salón de Artistas Colombianos*1963,Mario Roldán,1963
ex.77,a.560,XV Salón de Artistas Colombianos*1963,Fanny Sanín,1963
ex.77,a.23,XV Salón de Artistas Colombianos*1963,Hernando Tejada,1963
ex.77,a.17,XV Salón de Artistas Colombianos*1963,Lucy Tejada,1963
ex.77,a.1300,XV Salón de Artistas Colombianos*1963,Leandro Velasco,1963
ex.77,a.2080,XV Salón de Artistas Colombianos*1963,Armando Villegas,1963
ex.77,a.517,XV Salón de Artistas Colombianos*1963,Guillermo Wiedemann,1963
ex.77,a.1056,XV Salón de Artistas Colombianos*1963,Nirma Zárate,1963
ex.77,a.1334,XV Salón de Artistas Colombianos*1963,Julio Abril,1963
ex.77,a.2,XV Salón de Artistas Colombianos*1963,Édgar Negret,1963
ex.77,a.39,XV Salón de Artistas Colombianos*1963,Eduardo Ramírez Villamizar,1963
ex.78,a.2575,Pintura Moderna Ecuatoriana*1964,Almeida Gilberto,1964
ex.78,a.2583,Pintura Moderna Ecuatoriana*1964,Andrade C. V.,1964
ex.78,a.2625,Pintura Moderna Ecuatoriana*1964,Bustamante,1964
ex.78,a.2648,Pintura Moderna Ecuatoriana*1964,Ceballo J.,1964
ex.78,a.2659,Pintura Moderna Ecuatoriana*1964,Coello F.,1964
ex.78,a.2668,Pintura Moderna Ecuatoriana*1964,Cortéz G.,1964
ex.78,a.2686,Pintura Moderna Ecuatoriana*1964,Díaz R.,1964
ex.78,a.2706,Pintura Moderna Ecuatoriana*1964,Endara Joaquín,1964
ex.78,a.2732,Pintura Moderna Ecuatoriana*1964,Figueroa J.,1964
ex.78,a.2758,Pintura Moderna Ecuatoriana*1964,Gil Ibarra L.,1964
ex.78,a.2767,Pintura Moderna Ecuatoriana*1964,Gómez de la Torre,1964
ex.78,a.2772,Pintura Moderna Ecuatoriana*1964,Guayasamin Oswaldo,1964
ex.78,a.2799,Pintura Moderna Ecuatoriana*1964,Imana Garrón,1964
ex.78,a.2886,Pintura Moderna Ecuatoriana*1964,Kingmann Eduardo,1964
ex.78,a.3020,Pintura Moderna Ecuatoriana*1964,Pastaza León,1964
ex.78,a.3100,Pintura Moderna Ecuatoriana*1964,Tabara R.,1964
ex.78,a.3112,Pintura Moderna Ecuatoriana*1964,Valencia J.,1964
ex.78,a.3121,Pintura Moderna Ecuatoriana*1964,Viteri Oswaldo,1964
ex.78,a.2982,Pintura Moderna Ecuatoriana*1964,More'H,1964
ex.78,a.2618,Pintura Moderna Ecuatoriana*1964,Boada,1964
ex.78,a.2754,Pintura Moderna Ecuatoriana*1964,García Alex,1964
ex.78,a.3101,Pintura Moderna Ecuatoriana*1964,Taco F.,1964
ex.78,a.3143,Pintura Moderna Ecuatoriana*1964,Yuya González del Real.,1964
ex.79,a.3114,Exposición comparativa de afiches y estadísticas*1964,Varios,1964
ex.80,a.44,Génesis*1964,María Thereza Negreiros,1964
ex.81,a.12,Exposición Lemaitre sobre el tema del caballero*1964,Enrique Grau,1964
ex.81,a.41,Exposición Lemaitre sobre el tema del caballero*1964,Alejandro Obregón,1964
ex.81,a.17,Exposición Lemaitre sobre el tema del caballero*1964,Lucy Tejada,1964
ex.81,a.20,Exposición Lemaitre sobre el tema del caballero*1964,Juan Antonio Roda,1964
ex.81,a.1959,Exposición Lemaitre sobre el tema del caballero*1964,Cecilia Porras,1964
ex.81,a.108,Exposición Lemaitre sobre el tema del caballero*1964,Luciano Jaramillo,1964
ex.81,a.1770,Exposición Lemaitre sobre el tema del caballero*1964,Erazo,1964
ex.81,a.1412,Exposición Lemaitre sobre el tema del caballero*1964,Jorge Valencia,1964
ex.82,a.7,Alcántara*1964,Pedro Alcántara Herrán,1964
ex.83,a.455,José Mina*1964,José Mina,1964
ex.84,a.2899,IV Festival Nacional de Arte*1964,Leonor Alvarez,1964
ex.84,a.2955,IV Festival Nacional de Arte*1964,Marta Plazas,1964
ex.84,a.2946,IV Festival Nacional de Arte*1964,María Victoria Salcedo,1964
ex.84,a.157,IV Festival Nacional de Arte*1964,Nirma Zarate,1964
ex.84,a.2928,IV Festival Nacional de Arte*1964,Magola Arango Mejia,1964
ex.84,a.312,IV Festival Nacional de Arte*1964,Pilar Caballero,1964
ex.84,a.2704,IV Festival Nacional de Arte*1964,Elisa Gomez,1964
ex.84,a.2766,IV Festival Nacional de Arte*1964,Gloria Martinez,1964
ex.84,a.17,IV Festival Nacional de Arte*1964,Lucy Tejada,1964
ex.84,a.44,IV Festival Nacional de Arte*1964,María Thereza Negreiros,1964
ex.84,a.2944,IV Festival Nacional de Arte*1964,Maria Teresa Guerrero,1964
ex.84,a.2938,IV Festival Nacional de Arte*1964,Margarita Betancourt,1964
ex.84,a.1194,IV Festival Nacional de Arte*1964,Margarita Lozano,1964
ex.84,a.2449,IV Festival Nacional de Arte*1964,María Luisa Andino,1964
ex.84,a.2802,IV Festival Nacional de Arte*1964,Irene Balas,1964
ex.84,a.560,IV Festival Nacional de Arte*1964,Fanny Sanín,1964
ex.84,a.3068,IV Festival Nacional de Arte*1964,Rosa Sanin Sader,1964
ex.84,a.2854,IV Festival Nacional de Arte*1964,Josefina de Hoyos,1964
ex.84,a.9,IV Festival Nacional de Arte*1964,Beatriz González,1964
ex.84,a.2798,IV Festival Nacional de Arte*1964,Ilva Posse de Gomez,1964
ex.84,a.2940,IV Festival Nacional de Arte*1964,Maria Cristina Pavia,1964
ex.84,a.2642,IV Festival Nacional de Arte*1964,Carmen Sofia Reyes,1964
ex.84,a.2900,IV Festival Nacional de Arte*1964,Leonor Barrero de Garcia.,1964
ex.85,a.154,Óscar Pantoja*1964,Óscar Pantoja,1964
ex.86,a.1056,Nirma Zárate *1964,Nirma Zárate,1964
ex.87,a.17,Lucy Tejada*1964,Lucy Tejada,1964
ex.88,a.2449,María Luisa Andino*1964,María Luisa Andino,1964
ex.89,a.68,Jan Bartelsman y Alberto Gutiérrez*1964,Jan Bartelsman,1964
ex.89,a.687,Jan Bartelsman y Alberto Gutiérrez*1964,Alberto Gutiérrez,1964
ex.90,a.12,Enrique Grau*1965,Enrique Grau,1965
ex.91,a.218,Augusto Rivera*1965,Augusto Rivera,1965
ex.92,a.23,Hernando Tejada*1965,Hernando Tejada,1965
ex.93,a.41,Alejandro Obregón*1965,Alejandro Obregón,1965
ex.94,a.2224,Angelino Osvaldo Lauvivi*1965,Ángelino Osvaldo Lauvivi,1965
ex.95,a.17,Lucy Tejada*1965,Lucy Tejada,1965
ex.96,a.68,Jan Bartelsman*1965,Jan Bartelsman,1965
ex.97,a.9,Beatriz González*1965,Beatriz González,1965
ex.98,a.7,Pedro Alcántara*1965,Pedro Alcántara Herrán,1965
ex.99,a.3114,Exposición de joyas y esmaltes bolivianos y piedras del Lago Titicaca*1965,Varios,1965
ex.100,a.3114,Exposición sobre el libro francés*1966,Varios,1966
ex.101,a.261,Sofía Urrutia y Graciela Samper de Bermudez*1966,Sofía Urrutia,1966
ex.101,a.2302,Sofía Urrutia y Graciela Samper de Bermudez*1966,Graciela Samper de Bermúdez,1966
ex.102,a.654,Antonio Grass Óleo*1966,Antonio Grass,1966
ex.103,a.1390,Lamiel*1966,José Lamiel,1966
ex.104,a.1481,Jaime Mendoza*1966,Jaime Mendoza,1966
ex.105,a.4,Ómar Rayo*1966,Ómar Rayo,1966
ex.106,a.533,Gerardo Ravassa*1966,Gerardo Ravassa,1966
ex.107,a.3114,Exposición de pintura infantil*1966,Varios,1966
ex.108,a.68,Jan Bartelsman*1966,Jan Bartelsman,1966
ex.109,a.12,Enrique Grau*1966,Enrique Grau,1966
ex.110,a.1174,Mario Abreu*1966,Mario Abreu,1966
ex.111,a.3114,Exposición de artesanía*1966,Varios,1966
ex.112,a.2064,Aurora Brown*1966,Aurora Brown,1966
ex.113,a.44,Maria Thereza Negreiros*1967,María Thereza Negreiros,1967
ex.114,a.17,Lucy Tejada*1967,Lucy Tejada,1967
ex.115,a.1064,Nereo López*1967,Nereo López,1967
ex.116,a.41,Alejandro Obregón*1967,Alejandro Obregón,1967
ex.117,a.16,Luis Caballero*1967,Luis Caballero,1967
ex.118,a.68,Jan Bartelsman*1967,Jan Bartelsman,1967
ex.119,a.24,Manzur*1967,David Manzur,1967
ex.120,a.1968,Exposición de artesanía*1967,Carmenza Ángel,1967
ex.120,a.2298,Exposición de artesanía*1967,Gloria de Arellano,1967
ex.120,a.2296,Exposición de artesanía*1967,Giovanna De Sanctis,1967
ex.120,a.2516,Exposición de artesanía*1967,Sandra de González,1967
ex.120,a.1166,Exposición de artesanía*1967,Marlene Hoffmann,1967
ex.120,a.1100,Exposición de artesanía*1967,Miky Bartelsman,1967
ex.120,a.2393,Exposición de artesanía*1967,Julia de Quintero,1967
ex.120,a.2528,Exposición de artesanía*1967,Sonia de Zúñiga,1967
ex.120,a.2493,Exposición de artesanía*1967,Piry de Patiño,1967
ex.121,a.2321,Isabel Cuervo Casabianca*1967,Isabel Cuervo Casabianca,1967
ex.122,a.160,Mario Gordillo*1968,Mario Gordillo,1968
ex.123,a.3114,Exposición de alumnas de la Academia Martenot*1968,Varios,1968
ex.124,a.748,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Víctor Chab,1968
ex.124,a.642,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Ary Brizzi,1968
ex.124,a.1759,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Ernesto Deira,1968
ex.124,a.1397,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Jorge Demirjian,1968
ex.124,a.201,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Fernando Maza,1968
ex.124,a.140,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Rubens Gerchman,1968
ex.124,a.2205,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Abraham Palatnik,1968
ex.124,a.2765,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Glauco Rodriguez,1968
ex.124,a.2675,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Danilo Di Preti,1968
ex.124,a.2000,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Carlos Vergara,1968
ex.124,a.55,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Roser Bru,1968
ex.124,a.2849,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Jose Balmes,1968
ex.124,a.2261,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Delia del Carril,1968
ex.124,a.515,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Guillermo Núñez,1968
ex.124,a.893,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Rodolfo Opazo,1968
ex.124,a.2192,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Agustín Alamán,1968
ex.124,a.3116,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Vicente Martin,1968
ex.124,a.2845,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Jorge Paez,1968
ex.124,a.1625,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Giancarlo Puppo,1968
ex.124,a.7,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Pedro Alcántara Herrán,1968
ex.124,a.68,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Jan Bartelsman,1968
ex.124,a.200,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Fernando Botero,1968
ex.124,a.16,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Luis Caballero,1968
ex.124,a.22,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Santiago Cárdenas,1968
ex.124,a.217,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Beatriz Daza,1968
ex.124,a.9,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Beatriz González,1968
ex.124,a.12,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Enrique Grau,1968
ex.124,a.136,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Sonia Gutiérrez,1968
ex.124,a.160,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Mario Gordillo,1968
ex.124,a.687,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Alberto Gutiérrez,1968
ex.124,a.2930,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Manuel Hernandez,1968
ex.124,a.108,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Luciano Jaramillo,1968
ex.124,a.178,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Juan Manuel Lugo,1968
ex.124,a.24,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,David Manzur,1968
ex.124,a.2573,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Alfonso Mateus,1968
ex.124,a.1051,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Norman Mejía,1968
ex.124,a.44,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,María Thereza Negreiros,1968
ex.124,a.41,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Alejandro Obregón,1968
ex.124,a.1,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Emma Reyes,1968
ex.124,a.4,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Ómar Rayo,1968
ex.124,a.218,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Augusto Rivera,1968
ex.124,a.2602,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Antonio Roda,1968
ex.124,a.40,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Carlos Rojas,1968
ex.124,a.127,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Bernardo Salcedo,1968
ex.124,a.17,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Lucy Tejada,1968
ex.124,a.23,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Hernando Tejada,1968
ex.124,a.2080,VIII Festival Nacional de Arte - I Salón Austral y Colombiano de Pintura*1968,Armando Villegas,1968
ex.125,a.2804,Irma Constanzo*1967,Irma Constanzo,1967
ex.126,a.22,Santiago Cárdenas*1968,Santiago Cárdenas,1968
ex.127,a.427,León Ricaurte*1968,León Ricaurte Miranda,1968
ex.128,a.2770,Arte Virreinal Americano*1968,Gregorio Vázquez y Ceballos,1968
ex.128,a.2836,Arte Virreinal Americano*1968,Joaquín Gutiérrez,1968
ex.128,a.2600,Arte Virreinal Americano*1968,Anónimo.,1968
ex.129,a.3114,Exposición de artesanía*1968,Varios,1968
ex.130,a.2137,Pintura y Grabado Hoy en Venezuela*1968,Alirio Rodríguez,1968
ex.130,a.1785,Pintura y Grabado Hoy en Venezuela*1968,Elsa Gramcko,1968
ex.130,a.368,Pintura y Grabado Hoy en Venezuela*1968,Mateo Manaure,1968
ex.130,a.1205,Pintura y Grabado Hoy en Venezuela*1968,Marcel Floris,1968
ex.130,a.1174,Pintura y Grabado Hoy en Venezuela*1968,Mario Abreu,1968
ex.130,a.146,Pintura y Grabado Hoy en Venezuela*1968,Régulo Pérez,1968
ex.130,a.3009,Pintura y Grabado Hoy en Venezuela*1968,Ómar Carreño,1968
ex.130,a.797,Pintura y Grabado Hoy en Venezuela*1968,Teresa Casanova,1968
ex.130,a.757,Pintura y Grabado Hoy en Venezuela*1968,Vásquez Brito,1968
ex.130,a.743,Pintura y Grabado Hoy en Venezuela*1968,Virgilio Trompiz,1968
ex.130,a.587,Pintura y Grabado Hoy en Venezuela*1968,Édgar Sánchez,1968
ex.130,a.1695,Pintura y Grabado Hoy en Venezuela*1968,Francisco Salazar,1968
ex.130,a.1596,Pintura y Grabado Hoy en Venezuela*1968,Guevara Moreno,1968
ex.130,a.1514,Pintura y Grabado Hoy en Venezuela*1968,Hugo Baptista,1968
ex.130,a.1215,Pintura y Grabado Hoy en Venezuela*1968,Manuel Mérida,1968
ex.130,a.970,Pintura y Grabado Hoy en Venezuela*1968,Rafael Bogarin,1968
ex.130,a.797,Pintura y Grabado Hoy en Venezuela*1968,Teresa Casanova,1968
ex.130,a.409,Pintura y Grabado Hoy en Venezuela*1968,Luis Chacón,1968
ex.130,a.880,Pintura y Grabado Hoy en Venezuela*1968,Rolando Dorrego,1968
ex.130,a.2094,Pintura y Grabado Hoy en Venezuela*1968,Annelies Feige,1968
ex.130,a.2757,Pintura y Grabado Hoy en Venezuela*1968,Gertrudis Goldschmidt,1968
ex.130,a.167,Pintura y Grabado Hoy en Venezuela*1968,Luisa Palacios,1968
ex.130,a.2848,Pintura y Grabado Hoy en Venezuela*1968,José Antonio Quintero,1968
ex.130,a.1142,Pintura y Grabado Hoy en Venezuela*1968,Maruja Rolando,1968
