id_doc,nombre_documento,ano_creacion,mes_creacion,diseno_edicion,impresor,tipologia,formato_publicacion,encuadernacion_publicacion,digital,archivo_txt,ruta_txt,dim_cerrado_ancho,dim_cerrado_largo,num_modulos,area_cerrado,paleta_rgb,id_img_fk,Escanear,Notas
443,Herbario de plantas artificiales - Alberto Baraya ,2004,Junio ,,,Programa de mano,Plegable,,0,,,14,21,4,294,,,,
444,Una mirada intimista - Arte Colombiano,2003,Diciembre,,,Programa de mano ,"Plegable, Poster",,0,,,14.3,20.7,18,296.01,,,,Se entregaba a los visitantes un plegable- afiche. 
445,Fernell Franco - Otro documento ,2004,Septiembre,,,Programa de mano,"Plegable, Poster",,0,,,47.5,67.2,2,3192,,,,
446,Enrique Grau - 1920 - 2004 y su generación,2004,Junio ,,,Invitación,Postal ,,0,,,13.5,19.5,2,263.25,,,,
447,Gráfica Norteamericana ,2003,Diciembre,,,Programa de mano ,"Plegable, Poster",,0,,,14.4,20.7,18,298.08,,,,
448,Secuencias de estudio,2001,Febrero,,,Programa de mano ,"Plegable, Poster",,0,,,14,21.5,18,301,,,,
449,Marta Traba 1930 - 1983,2003,Febrero,,,Programa de mano ,"Plegable, Poster",,0,,,13.8,20.6,18,284.28,,,,
450,Riesgo - Carlos Andrade y Todd Ayoung,2003,abril,,,Programa de mano ,Cuadernillo,Caballete,0,,,21,27.5,8,577.5,,,,
451,Hilda Crovo - Pinturas,1998,junio ,,,Programa de mano ,Poster,,0,,,21.5,29.5,2,634.25,,,,
452,Dibujar en las Américas ,2004,Septiembre,,,Programa de mano ,"Plegable, Poster",,0,,,14.4,21,18,302.4,,,,
453,Bestiario,2000,Septiembre,,,Programa de mano,"Plegable, Poster",,0,,,,,18,0,,,,
454,Enrique Grau Grabados 1942 - 2002,2003,,,,Programa de mano,Plegable,,0,,,14,24,6,336,,,,
455,XIX Bienal Colombiana de Arquitectura ,2004,Agosto ,,,Informativo del area de Eduación,,,0,,,21.6,27.8,1,600.48,,,,
456,Naturaleza y Paisaje ,2002,Mayo,,,Programa de mano,"Plegable, Poster",,0,,,14.5,21,18,304.5,,,,
457,Jaime Ávila Diez metros cúbicos - Cuarto Mundo,2004,Mayo ,,,Programa de mano ,"Plegable, Poster",,0,,,14.4,21,18,302.4,,,,
458,Seis Artistas Colombianos ,2002,Abril ,,,Programa de mano ,"Plegable, Poster",,0,,,14.2,21,18,298.2,,,,
459,Distancia y proximidad,2002,Julio,Hans Peter Becher,Ostfildern Bei Stuttgart,Programa de mano,Librillo,caballete,0,,,22,29.6,24,651.2,,,,
460,Acotaciones Entorno a la fotografía,2002,Octubre ,,,Catálogo,Cuadernillo,Caballete,0,,,20.8,27.5,14,572,,,,
461,Antonio Caro ,2002,Septiembre,,,Catálogo,Cuadernillo,Caballete,0,,,20.8,27.5,16,572,,,,
462,Jaime Cárdenas Matallana ,2002,Noviembre,,,Programa de mano,"Plegable, Poster",,0,,,14.5,21.2,18,307.4,,,,
463,Arquitectura de la memoria - Manuel Hernández ,2002,,,,Catálogo ,Librillo,Encolado,0,,,20,26,34,520,,,,
464,Texto y Textualidad ,2002,Marzo ,,,Programa de mano,"Plegable, Poster",,0,,,14.5,21.2,18,307.4,,,,
465,Elias Heim,2003,Febrero,,,Programa de mano,Cuadernillo,Caballete,0,,,21,27.4,8,575.4,,,,
466,Martin Chambi,2002,,,,Programa de mano,"Plegable, Poster",,0,,,14.5,21,18,304.5,,,,
467,Juan Manuel Echavarria - La maría y otras series ,2003,Febrero ,,,Programa de mano ,Cuadernillo,,0,,,21,27.5,8,577.5,,,,
468,Europeos en París - 12 fotografos franceses,2003,Julio ,,,Programa de mano,Plegable,,0,,,14,21.6,4,302.4,,,,
469,François Dolmetsch - Retrospectiva,2003,Mayo ,,,Programa de mano ,Plegable,,0,,,10,22.5,6,225,,,,
470,Contra el olvido - Exposición de fotografía,2005,Febrero ,,,Programa de mano,Plegable,,0,,,18,17.9,4,322.2,,,,
471,El artista y la alquimia - Litografías del Tamarind Institute,2005,Marzo ,,,Programa de mano,Plegable - Poster ,,0,,,24.3,34.2,8,831.06,,,,
472,François Dolmetsch Fotografías - Retrospectiva ,2005,,,,Programa de mano,Plegable,,0,,,14,24,6,336,,,,
473,François Dolmetsch Sinfonía desnuda,2005,Marzo,,,Programa de mano,Plegable,,0,,,16,22,6,352,,,,
474,Ana Mercedes Hoyos - Antología ,2005,Septiembre,,,Programa de mano,Plegable,,0,,,14,23.4,4,327.6,,,,
475,Juan Antonio Roda - Grabados ,2005,Septiembre,,,Programa de mano,Plegable,,0,,,14,23.4,4,327.6,,,,
476,En torno al cuerpo,2005,Octubre,,,Programa de mano,Postal ,,0,,,14,28,2,392,,,,
477,"Ángela Villegas ""Fragmentum""",2005,Junio,,,Programa de mano,Plegable,,0,,,12,12,6,144,,,,
478,"Ángela Villegas ""Fragmentum""",2005,Junio,,,Invitación ,Postal ,,0,,,12,12,2,144,,,,
479,El acontecer social en la vida de Pedro Nel Gómez ,2005,Septiembre,,,Programa de mano,Plegable,,0,,,21.5,28,6,602,,,,
480,Diez artistas Vallecaucanos ,2006,Abril ,,Imprenta departamental del Valle del Cauca,Programa de mano,Plegable,,0,,,13.9,21.5,4,298.85,,,,
481,Dibujos Españoles del siglo XX,2006,Marzo,,,Catálogo,Librillo,caballete,0,,,22.8,28,36,638.4,,,,
482,Eduardo Ramírez Villamizar y su entorno ,2006,Febrero,,,Programa de mano,Plegable,,0,,,14.3,21,18,300.3,,,,
483,Erika Diettes - Silencios,2006,Enero,,,Programa de mano,Plegable,,0,,,14,23.5,4,329,,,,
484,Carlos Duque - Mi selección Colombia,2006,Julio ,,Roman Group ,Programa de mano,Plegable,,0,,,21.5,28,6,602,,,,
485,Alberto Cogno,1967,Octubre,,,Programa de mano,plegable,,0,,,16,21.5,4,344,,,,
486,Ómar Rayo - Fosíl del fuego Homenaje 80 años,2007,Diciembre,,,Invitación ,Plegable,,0,,,18,13,4,234,,,,
487,El retrato: Realidad y Percepción,2005,Abril ,,,Boletín,Plegable,,0,,,11,21,6,231,,,,
488,Exposición de vitrales,1960,Noviembre,,,Catálogo,Plegable,,0,,,8,29.8,4,238.4,,,,
489,Artesanìa,1967,Diciembre,"Gloria de Arellano, Consuelo Lago, Lola de Lago ",,Programa de mano,Carpeta,,0,,,22.9,29.4,12,673.26,,,,"El formato carpeta encuerra varias hojas sueltas, en este caso son 10 hojas, impresas en una cara"
490,Jan Bartelsman,1969,Noviembre,,,"Porgrama de mano, Catálogo",Plegable,,0,,,23.3,17.8,6,414.74,,,,
491,Jose Mina,1969,Agosto,,,Catálogo,Plegable,,0,,,23.3,17.3,6,403.09,,,,
492,Lucy Tejada,1969,Marzo,,,Catálogo,Plegable,,0,,,23.3,17.8,6,414.74,,,,
493,Rogelio Polesello y Lia Kaufman,1969,Mayo,,,Programa de mano,Plegable,,0,,,23.3,17.8,6,414.74,,,,
494,Luis Fonseca,1971,Julio,,,Invitación,Postal,,0,,,22,10.1,1,222.2,,,,
495,Festival Panamericano de Cultura,1971,Febrero,,,Programa de mano,"plegable, Poster",,0,,,10,39.5,7,395,,,,el documento se encuentra impreso solo por una cara
496,David Manzur y Augusto Rivera,1970,Septiembre,,,Catálogo ,Plegable,,0,,,16.7,22.5,8,375.75,,,,
497,Símbolos,1970,Octubre,,,Catálogo,Cuadernillo,caballete,0,,,19.9,19.9,12,396.01,,,,
498,Gustavo Espinosa,1970,Enero,,,Catálogo,Plegable,,0,,,23.4,17.2,6,402.48,,,,
499,Francisco Todó,1970,Marzo,,,Catálogo,Plegable,,0,,,23.2,26.7,6,619.44,,,,
500,Enrique Tábara,1970,Abril ,,,Catálogo,Plegable,,0,,,23.3,16.8,6,391.44,,,,
501,El Hombre y sus Pensamientos a través del Arte,1970,Junio,,,"Programa de mano, Catálogo",Libro,Encolado,0,,,17.9,24,74,429.6,,,si,
502,Grabados,1972,Diciembre,,,Catálogo,Plegable,,0,,,16.5,22.5,8,371.25,,,,
503,Revelaciones ,1994,Agosto,,Plenty Ltda.,"Programa de mano, Catálogo",Librillo,Encolado,0,,,22,32.3,28,710.6,,,si,
504,Pulsiones,1993,Mayo,Luz Stella Hernández,Plenty Ltda.,"Catálogo, Programa de mano",Cuadernillo,caballete,0,,,22.3,28.2,48,628.86,,,,
505,Gabrio Tosti di Valminuta,1973,Febrero,,,Catálogo,"plegable, postal",,0,,,15.3,21.4,4,327.42,,,,
506,Noe Nojechowiz,1973,Junio,,Arte Moderno & Cia Ltda.,Programa de mano,Postal Plegable,,0,,,16.3,22.3,4,363.49,,,,
