nombre_s,tipo_s,nombre_t,tipo_t,ano
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Eduardo Mac Entyre,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Ary Brizzi,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Rogelio Polesello,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Gabriel Messil,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Geny Dignac,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Jesús Rafael Soto,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Carlos Cruz-Diez,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,María Thereza Negreiros,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Luciano Jaramillo,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Jan Bartelsman,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Alejandro Obregón,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Carlos Rojas,artista,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Rubens Gerchman,artista,1989
Pinturas - 1989,expo,María Teresa Vieco,artista,1989
Rafael Echeverri Pinturas y Consuelo Gómez Esculturas - 1989,expo,Rafael Echeverri,artista,1989
Rafael Echeverri Pinturas y Consuelo Gómez Esculturas - 1989,expo,Consuelo Gómez,artista,1989
II Salón de Arte Joven - Medalla Marta Traba 1989 - 1989,expo,Mónika Herrán,artista,1989
II Salón de Arte Joven - Medalla Marta Traba 1989 - 1989,expo,Hernando Ordóñez,artista,1989
II Salón de Arte Joven - Medalla Marta Traba 1989 - 1989,expo,Óscar Campo,artista,1989
II Salón de Arte Joven - Medalla Marta Traba 1989 - 1989,expo,Eduardo Carvajal,artista,1989
Cristina Llano - 1990,expo,Cristina Llano,artista,1990
Luis Caballero - 1990,expo,Luis Caballero,artista,1990
Puertos - 1990,expo,Diego Mazuera,artista,1990
Artistas de Buenos Aires - 1991,expo,Eduardo Audivert,artista,1991
Artistas de Buenos Aires - 1991,expo,Pablo Obelar,artista,1991
Artistas de Buenos Aires - 1991,expo,Rogelio Polesello,artista,1991
Artistas de Buenos Aires - 1991,expo,Antonio Seguí,artista,1991
Artistas de Buenos Aires - 1991,expo,Daniel Zelaya,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Nadín Ospina,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Édgar Negret,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Eduardo Ramírez Villamizar,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Hugo Zapata,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Ronny Vayda,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,John Castles,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Consuelo Gómez,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Rosemberg Sandoval,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Mónica Negret,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Lydia Azout,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Alicia Barney,artista,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Jorge Alberto Reyes,artista,1991
Exposición de Liliana Porter 1991 - 1991,expo,Liliana Porter,artista,1991
Exposición de nueva pintura bolivariana - 1991,expo,Danilo Dueñas,artista,1991
Exposición de nueva pintura bolivariana - 1991,expo,Jaime Iregui,artista,1991
Exposición de nueva pintura bolivariana - 1991,expo,Víctor Laignelet,artista,1991
Exposición de nueva pintura bolivariana - 1991,expo,Luis Luna,artista,1991
Exposición de nueva pintura bolivariana - 1991,expo,Cristina Llano,artista,1991
Exposición de nueva pintura bolivariana - 1991,expo,Luis Fernando Roldán,artista,1991
Exposición de nueva pintura bolivariana - 1991,expo,Carlos Salas Silva,artista,1991
Exposición de nueva pintura bolivariana - 1991,expo,Carlos Salazar,artista,1991
Exposición de nueva pintura bolivariana - 1991,expo,Tabo Toral,artista,1991
Exposición de nueva pintura bolivariana - 1991,expo,Alicia Viteri,artista,1991
Exposición de nueva pintura bolivariana - 1991,expo,Carlos Zerpa,artista,1991
Exposición de Paige Abadi - 1991,expo,Paige Abadi,artista,1991
Hernando Ordoñez - 1991,expo,Hernando Ordóñez,artista,1991
"German Londoño, Pinturas Recienbres - 1991",expo,Germán Londoño,artista,1991
Exposición-homenaje a Enrique Grau - 1991,expo,Enrique Grau,artista,1991
Ricardo Gómez Campuzano - 1992,expo,Ricardo Gómez Campuzano,artista,1992
Exposición de Luis Luna - 1992,expo,Luis Luna,artista,1992
Diez Maestros Colombianos - 1992,expo,Alejandro Obregón,artista,1992
Diez Maestros Colombianos - 1992,expo,Enrique Grau,artista,1992
Diez Maestros Colombianos - 1992,expo,Édgar Negret,artista,1992
Diez Maestros Colombianos - 1992,expo,Eduardo Ramírez Villamizar,artista,1992
Diez Maestros Colombianos - 1992,expo,Fernando Botero,artista,1992
Diez Maestros Colombianos - 1992,expo,Ómar Rayo,artista,1992
Diez Maestros Colombianos - 1992,expo,Carlos Rojas,artista,1992
Diez Maestros Colombianos - 1992,expo,Manuel Hernández,artista,1992
Diez Maestros Colombianos - 1992,expo,Beatriz González,artista,1992
Diez Maestros Colombianos - 1992,expo,Santiago Cárdenas,artista,1992
Ciudad - 1992,expo,Luis Fernando Peláez,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Ignacio Gómez Jaramillo,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Alejandro Obregón,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Enrique Grau,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Jan Bartelsman,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Manuel Hernández,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Beatriz González,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Santiago Cárdenas,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Emma Reyes,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Gregorio Cuartas,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Jonier Marín,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Víctor Laignelet,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Danilo Dueñas,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,María Cristina Cortés,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Germán Londoño,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Cristina Llano,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Diego Mazuera,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Luis Fernando Roldán,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Ana María Rueda,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Carlos Salas Silva,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Rafael Echeverri,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Santiago Uribe Holguín,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Bibiana Vélez,artista,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,María Teresa Vieco,artista,1992
Delia Cugat y Sergio Camporeale - 1992,expo,Delia Cugat,artista,1992
Delia Cugat y Sergio Camporeale - 1992,expo,Sergio Camporeale,artista,1992
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Geny Dignac,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Fernando Maza,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Marta Minujín,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Yutaka Toyota,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Jesús Rafael Soto,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Jaime Suárez,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Rómulo Rozo,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Édgar Negret,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Eduardo Ramírez Villamizar,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Enrique Grau,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Carlos Rojas,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Feliza Bursztyn,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Bernardo Salcedo,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Beatriz Daza,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Hugo Zapata,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Alicia Barney,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Consuelo Gómez,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Mónica Negret,artista,1993
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Pablo Van Wong,artista,1993
Tina Celis - 1993,expo,Tina Celis,artista,1993
Emma Reyes Máscaras - 1993,expo,Emma Reyes,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Diego Rivera,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,José Clemente Orozco,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,David Alfaro Siqueiros,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Rufino Tamayo,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,José Luis Cuevas,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Wifredo Lam,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,René Portocarrero,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Eugenio Dittborn,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Roberto Sebastián Matta,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Antonio Berni,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Julio Le Parc,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Mauricio Lasansky,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Liliana Porter,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Ruth Bessoudo Courvoisier,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Arcangelo Ianelli,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Fernando de Szyszlo,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Oswaldo Guayasamín,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Jesús Rafael Soto,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Carlos Cruz-Diez,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Alejandro Otero,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Alejandro Obregón,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Édgar Negret,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Fernando Botero,artista,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Beatriz González,artista,1993
Pulsiones - 1993,expo,Fernando Arias,artista,1993
Pulsiones - 1993,expo,Alicia Barney,artista,1993
Pulsiones - 1993,expo,Becky Mayer,artista,1993
Pulsiones - 1993,expo,Pablo Van Wong,artista,1993
Nadín Ospina - 1993,expo,Nadín Ospina,artista,1993
Muestra de arte venezolano - 1993,expo,Jesús Rafael Soto,artista,1993
Muestra de arte venezolano - 1993,expo,Carlos Cruz-Diez,artista,1993
