nombre_s,tipo_s,nombre_t,tipo_t,ano
Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Becky Mayer,artista,1994
Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Linda Troeller,artista,1994
Bernardo Salcedo Objetos - 1994,expo,Bernardo Salcedo,artista,1994
Jan Bartelsman retrospectiva - 1994,expo,Jan Bartelsman,artista,1994
Revelaciones - 1994,expo,Patricia Bravo,artista,1994
Revelaciones - 1994,expo,María José Morales,artista,1994
Revelaciones - 1994,expo,Víctor Robledo,artista,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,Pedro Alcántara Herrán,artista,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,Ever Astudillo,artista,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,Leonel Góngora,artista,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,Enrique Grau,artista,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,María Thereza Negreiros,artista,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,Édgar Negret,artista,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,Alejandro Obregón,artista,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,Ómar Rayo,artista,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,Hernando Tejada,artista,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,Lucy Tejada,artista,1994
"Jim Amaral, esculturas - 1994",expo,Jim Amaral,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Marco Tobón Mejía,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Rómulo Rozo,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Hernando Tejada,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Carlos Rojas,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Feliza Bursztyn,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Bernardo Salcedo,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Beatriz Daza,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Hugo Zapata,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Lydia Azout,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Alicia Barney,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Consuelo Gómez,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Pablo Van Wong,artista,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Nadín Ospina,artista,1994
Acuáticas - 1995,expo,John Castles,artista,1995
Comportamiento del Paisaje - 1995,expo,Ricardo Borrero,artista,1995
Comportamiento del Paisaje - 1995,expo,Jesús María Zamora,artista,1995
Comportamiento del Paisaje - 1995,expo,Ricardo Gómez Campuzano,artista,1995
Comportamiento del Paisaje - 1995,expo,Efraim Martínez,artista,1995
Comportamiento del Paisaje - 1995,expo,Ignacio Gómez Jaramillo,artista,1995
Comportamiento del Paisaje - 1995,expo,Carlos Correa,artista,1995
Comportamiento del Paisaje - 1995,expo,Gonzalo Ariza,artista,1995
Comportamiento del Paisaje - 1995,expo,Alejandro Obregón,artista,1995
Comportamiento del Paisaje - 1995,expo,Alfonso Quijano Acero,artista,1995
Comportamiento del Paisaje - 1995,expo,María Thereza Negreiros,artista,1995
Comportamiento del Paisaje - 1995,expo,Augusto Rendón,artista,1995
Comportamiento del Paisaje - 1995,expo,Ana Mercedes Hoyos,artista,1995
Comportamiento del Paisaje - 1995,expo,Antonio Barrera,artista,1995
Comportamiento del Paisaje - 1995,expo,Ever Astudillo,artista,1995
Comportamiento del Paisaje - 1995,expo,Antonio Caro,artista,1995
Comportamiento del Paisaje - 1995,expo,Alicia Barney,artista,1995
Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana - 1995,expo,Miguel Böhmer,artista,1995
Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana - 1995,expo,Rodrigo Facundo,artista,1995
Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana - 1995,expo,Catalina Mejía,artista,1995
Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana - 1995,expo,Rafael Ortiz,artista,1995
Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana - 1995,expo,Nadín Ospina,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Pedro Alcántara Herrán,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Ever Astudillo,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Alicia Barney,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Antonio Barrera,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Fernando Botero,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Feliza Bursztyn,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Luis Caballero,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Santiago Cárdenas,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Antonio Caro,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Consuelo Gómez,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Leonel Góngora,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Beatriz González,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Enrique Grau,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Darío Morales,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,María Thereza Negreiros,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Édgar Negret,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Alejandro Obregón,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Nadín Ospina,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Eduardo Ramírez Villamizar,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Ómar Rayo,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Carlos Rojas,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Bernardo Salcedo,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Hernando Tejada,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Lucy Tejada,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Pablo Van Wong,artista,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Hugo Zapata,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,José Guadalupe Posada,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Diego Rivera,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,David Alfaro Siqueiros,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Rufino Tamayo,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Pablo O'higgins,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Francisco Toledo,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Leonora Carrington,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,José Luis Cuevas,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Manuel Felguérez,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Vicente Rojo,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Alberto Gironella,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Luis López Loza,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Brian Nissen,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Juan Soriano,artista,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Mathias Goeritz,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Ricardo Borrero,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Jesús María Zamora,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Ignacio Gómez Jaramillo,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Ricardo Gómez Campuzano,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Carlos Correa,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Alejandro Obregón,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Enrique Grau,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Lucy Tejada,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Jan Bartelsman,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Ómar Rayo,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Beatriz Daza,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Emma Reyes,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Beatriz González,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,María Thereza Negreiros,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Carlos Rojas,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Manuel Hernández,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Antonio Barrera,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Víctor Laignelet,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Jonier Marín,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Carlos Salas Silva,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Ana María Rueda,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Santiago Uribe Holguín,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Bibiana Vélez,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,María Teresa Vieco,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Rafael Ortiz,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Rafael Echeverri,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Danilo Dueñas,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Luis Fernando Roldán,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Jorge Julián Aristizábal,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Miguel Böhmer,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Armando Londoño,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Carlos Gómez,artista,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Carlos Jacanamijoy Tisoy,artista,1995
Imaginario - 1996,expo,Jorge Acero,artista,1996
Imaginario - 1996,expo,Miguel Böhmer,artista,1996
Las Mariamulatas y las Galápagos - 1996,expo,Enrique Grau,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Marta Minujín,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Fernando Maza,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Geny Dignac,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Yutaka Toyota,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Rubens Gerchman,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Beatriz Daza,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Carlos Rojas,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Beatriz González,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Antonio Caro,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Alicia Barney,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Consuelo Gómez,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Pablo Van Wong,artista,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Jorge Acero,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Alejandro Obregón,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Enrique Grau,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Lucy Tejada,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Ómar Rayo,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Manuel Hernández,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Beatriz González,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Santiago Cárdenas,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Danilo Dueñas,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Luis Fernando Roldán,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Carlos Salas Silva,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Bibiana Vélez,artista,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Cristina Llano,artista,1996
Cuerpo Representado - 1996,expo,Rufino Tamayo,artista,1996
Cuerpo Representado - 1996,expo,Antonio Seguí,artista,1996
Cuerpo Representado - 1996,expo,Marta Minujín,artista,1996
Cuerpo Representado - 1996,expo,Delia Cugat,artista,1996
Cuerpo Representado - 1996,expo,Miguel Bresciano,artista,1996
Cuerpo Representado - 1996,expo,Eugenio Dittborn,artista,1996
Cuerpo Representado - 1996,expo,Roser Bru,artista,1996
Cuerpo Representado - 1996,expo,Anselmo Carrera Rojas,artista,1996
Cuerpo Representado - 1996,expo,Leonard Baskin,artista,1996
Cuerpo Representado - 1996,expo,John Paul Jones,artista,1996
Cuerpo Representado - 1996,expo,Peter Milton,artista,1996
Cuerpo Representado - 1996,expo,Robert Nelson,artista,1996
Cuerpo Representado - 1996,expo,Pedro Alcántara Herrán,artista,1996
Cuerpo Representado - 1996,expo,Ever Astudillo,artista,1996
Cuerpo Representado - 1996,expo,Feliza Bursztyn,artista,1996
Cuerpo Representado - 1996,expo,Luis Caballero,artista,1996
Cuerpo Representado - 1996,expo,Santiago Cárdenas,artista,1996
Cuerpo Representado - 1996,expo,Beatriz González,artista,1996
Cuerpo Representado - 1996,expo,Enrique Grau,artista,1996
Cuerpo Representado - 1996,expo,Lorenzo Jaramillo,artista,1996
Cuerpo Representado - 1996,expo,Víctor Laignelet,artista,1996
Cuerpo Representado - 1996,expo,David Manzur,artista,1996
Cuerpo Representado - 1996,expo,Becky Mayer,artista,1996
Cuerpo Representado - 1996,expo,Darío Morales,artista,1996
Cuerpo Representado - 1996,expo,María José Morales,artista,1996
Cuerpo Representado - 1996,expo,María Thereza Negreiros,artista,1996
Cuerpo Representado - 1996,expo,Rafael Ortiz,artista,1996
Cuerpo Representado - 1996,expo,Bernardo Salcedo,artista,1996
Cuerpo Representado - 1996,expo,Lucy Tejada,artista,1996
Alegoria y Reflexión - 1996,expo,Wifredo Lam,artista,1996
Alegoria y Reflexión - 1996,expo,René Portocarrero,artista,1996
Alegoria y Reflexión - 1996,expo,Rodolfo Abularach,artista,1996
Alegoria y Reflexión - 1996,expo,Arcangelo Ianelli,artista,1996
Alegoria y Reflexión - 1996,expo,Fernando de Szyszlo,artista,1996
Alegoria y Reflexión - 1996,expo,Ary Brizzi,artista,1996
Alegoria y Reflexión - 1996,expo,Liliana Porter,artista,1996
Alegoria y Reflexión - 1996,expo,Eduardo Mac Entyre,artista,1996
Alegoria y Reflexión - 1996,expo,Luis Camnitzer,artista,1996
Alegoria y Reflexión - 1996,expo,Carlos Cruz-Diez,artista,1996
Alegoria y Reflexión - 1996,expo,Jesús Rafael Soto,artista,1996
Alegoria y Reflexión - 1996,expo,Louise Nevelson,artista,1996
Alegoria y Reflexión - 1996,expo,Edward Ruscha,artista,1996
Alegoria y Reflexión - 1996,expo,Jorge Julián Aristizábal,artista,1996
Alegoria y Reflexión - 1996,expo,Antonio Caro,artista,1996
Alegoria y Reflexión - 1996,expo,Danilo Dueñas,artista,1996
Alegoria y Reflexión - 1996,expo,Carlos Gómez,artista,1996
Alegoria y Reflexión - 1996,expo,Catalina Mejía,artista,1996
Alegoria y Reflexión - 1996,expo,Santiago Martínez Delgado,artista,1996
Alegoria y Reflexión - 1996,expo,Édgar Negret,artista,1996
Alegoria y Reflexión - 1996,expo,Alejandro Obregón,artista,1996
Alegoria y Reflexión - 1996,expo,Nadín Ospina,artista,1996
Alegoria y Reflexión - 1996,expo,Eduardo Ramírez Villamizar,artista,1996
Alegoria y Reflexión - 1996,expo,Juan Antonio Roda,artista,1996
Alegoria y Reflexión - 1996,expo,Luis Fernando Roldán,artista,1996
Alegoria y Reflexión - 1996,expo,Hernando Tejada,artista,1996
Alegoria y Reflexión - 1996,expo,Hugo Zapata,artista,1996
Alegoria y Reflexión - 1996,expo,Luis Fernando Zapata,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Liliana Porter,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Rogelio Polesello,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Noé Nojechowicz,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Antonio Seguí,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Sammy Benmayor,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Rubens Gerchman,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Daniel Senise,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Óscar Pantoja,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Hugo Cifuentes,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Carlos Collazo,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Francisco Rodón,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Agustín Fernández,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Mariano Rodríguez,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Emilio Sánchez,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Rolando Peña,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Carlos Zerpa,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Augusto Rivera,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Luciano Jaramillo,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,David Manzur,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Rafael Ortiz,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Diego Mazuera,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Rafael Echeverri,artista,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Mario Zabaleta,artista,1996
Imaginación y Fantasía - 1997,expo,Alicia Barney,artista,1997
Imaginación y Fantasía - 1997,expo,Nadín Ospina,artista,1997
Imaginación y Fantasía - 1997,expo,Luis Fernando Roldán,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Emma Reyes,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Enrique Grau,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Beatriz González,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Alejandro Obregón,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Pedro Alcántara Herrán,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Ómar Rayo,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Lucy Tejada,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Antonio Barrera,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,María Thereza Negreiros,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Santiago Cárdenas,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Manuel Hernández,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Diego Arango,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Carlos Salas Silva,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Ana María Rueda,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Víctor Laignelet,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Cristina Llano,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,María Teresa Vieco,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Diego Mazuera,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Miguel Ángel Reyes,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Vicky Neumann,artista,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Carlos Gómez,artista,1997
VIII Salón Regional de Artes Visuales - 1997,expo,Jorge Acero,artista,1997
VIII Salón Regional de Artes Visuales - 1997,expo,Ever Astudillo,artista,1997
VIII Salón Regional de Artes Visuales - 1997,expo,Miguel Böhmer,artista,1997
VIII Salón Regional de Artes Visuales - 1997,expo,Rosemberg Sandoval,artista,1997
VIII Salón Regional de Artes Visuales - 1997,expo,Vivian Monsalve,artista,1997
VIII Salón Regional de Artes Visuales - 1997,expo,César Alfaro Mosquera,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Ricardo Borrero,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Jesús María Zamora,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Rómulo Rozo,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Ignacio Gómez Jaramillo,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Carlos Correa,artista,1997
